Text,Code
"Moreover, Washington is never used in the urban literature as representative of anything other than itself--its history, governance, and economy are understood to be unique",0
What carried with it a tacit recognition of Qatar's status as distinct from Bahrain,1
"Therefore, we must consider the evolutionary history of the two genes separately",0
"In birds, large-scale geographic variation in life history variables, such as the incidence of cooperative breeding, extent of parental care, survival, and the timing of reproduction, has been studied for at least the past 50 years, and the mechanisms underlying this variation have been much debated",0
"Two hundred pages further on there is less exuberance in the circumlocution “that fluid so terribly scarce in the region,” and in three other references water is simply water  Giles is not always waxing poetic and may, like other explorers, be useful as a source for the history of Australian and general English",0
How heavy was the largest polar bear on record,1
What happened in recent years,1
"In the most tragic examples, a charismatic professor will entice them into a lifetime of French medieval history, about which their curiosity is exhausted before they get their PhDs",0
Figure 6: History of Field Office Structure,0
Is James Monrow the fifth president of US,1
Is the comic strip Mallard Fillmore named after the president ,1
This comes after: 1) fecal bacteria in beef distributed by Hudson's Nebraska plant sickened 17 people in Colorado; 2) the Department of Agriculture obliged Hudson to shut down the plant and undertake the biggest recall in meat history; and 3) investigators cited the plant for questionable record-keeping and safety practices,0
Is a polar bear at high risk of extinction,1
"Of the two patients with tobacco exposure histories, one gave a history of smoking less than 2 packs of cigarettes in her lifetime and the other had a history of smoking 05 pack years, 51 years prior to presentation with cancer",0
"history of actinic keratosis, history of sunburns), then the lack of a finding for a differential sun exposure history for cases and controls argues for a change in behavior since the diagnosis of the skin cancer",0
I got my information on accident history from the FAA,0
What is now part of Adams National Historical Park,1
"All the records of life are there, the facts and figures and pocket histories, pointing up out of the ground, but what's buried there was never alive",0
"In a cruel reversal, it is the white guy, with no tradition to call his own, no history but one laden with guilt and apology, who is ""truly disadvantaged""",0
"History enters when the space of the possible that might have been explored is larger, or vastly larger, than what has actually occurred",0
"Uphill to the south of the park lies the Agora, one of the few remaining traces of Izmir’s ancient history",0
"In the handsome Hôtel de Gadagne (Rue du Boeuf), there is a museum of the history of Lyon and displays of the marionettes of the town’s celebrated Guignol theater",0
